OBS;WAGE;HOURS;IQ;KWW;EDUC;MEDUC;FEDUC;EXPER;TENURE;AGE;MARRIED;BLACK;SOUTH;URBAN;SIBS;BRTHORD
797;800;40;105;42;14;10;12;12;12;37;1;0;0;0;3;2
798;1049;44;122;39;16;10;12;7;3;33;1;0;0;0;3;3
799;884;40;108;40;17;14;9;9;11;35;1;0;0;1;3;2
800;800;40;122;38;16;12;8;10;2;31;0;0;1;1;3;3
801;1200;40;79;32;17;8;8;9;9;32;1;0;0;1;0;1
802;664;40;105;30;12;12;12;8;10;29;1;0;0;1;7;6
803;1111;45;90;47;12;NA;NA;18;18;37;1;0;0;1;6;3
804;850;43;111;38;16;NA;NA;8;8;34;1;0;0;1;4;2
805;1000;40;110;42;12;8;12;6;12;37;1;0;0;1;5;2
806;875;40;92;32;12;14;14;8;4;29;0;0;0;1;4;NA
807;1202;40;131;32;16;12;12;10;2;33;1;0;0;0;3;2
808;666;40;104;32;12;12;12;10;2;29;1;0;0;0;2;3
809;923;40;110;39;16;12;7;15;11;37;1;0;0;0;2;1
810;788;40;99;20;12;10;3;10;10;28;1;0;1;1;4;5
811;950;40;86;31;10;NA;6;23;5;38;1;0;1;1;9;9
812;1442;40;105;42;12;NA;NA;9;16;37;1;0;1;1;3;4
813;866;40;85;26;12;6;0;11;12;30;1;1;1;0;8;5
814;625;40;72;34;9;4;NA;17;5;34;1;0;1;0;10;7
815;680;40;86;35;12;6;7;13;9;32;0;0;1;0;6;1
816;693;40;68;38;12;12;8;11;19;35;1;0;1;0;5;2
817;875;36;95;22;12;6;NA;16;2;38;0;1;1;0;8;9
818;2308;40;116;42;17;12;13;8;2;38;1;0;0;0;6;1
819;1196;45;96;45;14;10;6;10;4;32;1;0;1;0;2;3
820;700;38;85;36;12;2;8;13;8;32;1;1;1;1;6;NA
821;721;40;100;32;12;12;4;8;8;29;1;0;1;1;3;2
822;1500;40;101;38;13;12;8;13;2;32;1;0;1;1;5;3
823;1050;50;97;31;15;16;9;4;9;31;1;1;1;1;2;1
824;801;48;100;30;14;NA;NA;6;10;29;1;1;1;1;2;1
825;640;23;96;39;12;NA;NA;7;3;31;0;1;1;1;5;NA
826;1198;32;117;39;16;12;12;7;9;30;1;0;1;1;1;2
827;390;55;93;38;12;16;13;4;2;32;1;0;1;1;1;NA
828;889;36;116;37;12;9;12;12;11;28;1;0;1;1;1;2
829;1076;38;106;42;12;12;9;19;20;36;1;0;1;1;1;1
830;1127;40;98;45;12;14;12;17;12;36;1;0;1;1;1;2
831;750;50;103;36;15;12;9;1;1;37;1;0;1;0;1;1
832;855;40;118;41;14;NA;12;6;14;33;1;0;1;0;3;1
833;525;40;100;22;13;10;12;5;1;31;1;0;1;0;1;1
834;1104;54;96;39;12;10;12;11;4;29;1;0;1;0;1;2
835;553;40;67;22;12;8;9;11;10;30;1;1;1;0;7;2
836;800;43;96;27;12;10;10;10;1;29;1;0;1;0;1;1
837;1384;50;104;42;13;13;14;8;7;31;1;0;1;0;3;1
838;425;30;106;34;17;14;12;8;0;36;0;0;1;0;0;1
839;510;54;62;34;11;2;10;13;4;33;0;1;1;1;7;6
840;370;32;73;31;12;3;4;13;2;31;1;1;1;0;9;2
841;596;40;62;26;12;2;8;16;14;33;1;1;1;0;9;8
842;402;40;76;28;12;NA;10;9;4;28;1;1;0;1;4;2
843;418;40;76;26;12;9;10;12;2;31;1;1;1;0;0;1
844;1133;40;106;44;16;12;NA;13;10;36;1;0;1;0;1;1
845;681;40;94;24;12;9;10;18;15;35;0;0;1;1;4;NA
846;950;40;81;29;11;10;6;16;5;35;1;0;1;0;3;4
847;600;40;87;15;10;5;6;20;7;36;1;0;1;0;0;1
848;661;40;96;25;13;NA;5;8;6;29;0;0;1;0;3;2
849;925;40;75;27;12;6;NA;12;9;30;1;0;1;0;2;2
850;550;40;95;34;12;5;5;14;13;31;1;0;1;0;0;1
851;606;40;86;19;11;3;7;13;11;30;1;0;1;0;4;4
852;425;40;86;17;10;3;7;7;1;30;1;0;1;0;4;4
853;340;50;104;41;14;8;18;4;1;31;1;0;1;1;5;3
854;692;50;95;21;12;7;5;16;9;34;1;0;1;1;2;2
855;575;40;116;37;12;8;12;11;9;29;1;0;1;0;1;2
856;571;40;66;20;9;8;6;15;10;33;1;0;1;0;5;1
857;817;40;101;38;16;0;5;11;9;32;1;0;1;1;1;2
858;987;40;96;23;12;12;12;11;5;29;1;0;1;0;1;2
859;616;55;104;41;12;9;NA;16;18;35;1;0;1;1;4;5
860;1026;60;105;34;16;14;10;12;1;35;1;0;0;1;3;1
861;808;40;106;34;12;8;7;4;3;29;1;0;0;1;1;2
862;808;50;101;34;17;15;15;8;0;30;1;0;1;1;1;2
863;788;40;96;42;12;12;12;13;5;36;1;0;1;1;4;1
864;850;40;105;34;12;12;9;6;2;33;1;0;0;1;1;1
865;900;38;106;40;12;3;2;10;19;38;1;0;1;1;7;NA
866;1418;45;102;44;12;8;8;19;20;36;1;0;1;1;2;3
867;260;40;75;35;12;NA;NA;21;0;37;1;1;1;0;3;3
868;662;45;99;27;14;5;5;7;2;28;1;1;1;0;6;1
869;562;55;90;46;13;12;11;4;1;38;1;0;1;0;1;1
870;562;80;104;30;12;12;12;11;5;28;1;0;1;0;1;NA
871;357;70;115;37;13;NA;NA;5;2;30;1;0;1;1;6;7
872;1009;40;118;37;16;12;10;11;12;32;1;0;1;0;0;1
873;1442;40;108;40;12;9;12;17;17;36;1;0;1;1;1;1
874;651;40;76;30;11;10;11;11;2;29;1;1;0;1;7;7
875;750;40;50;28;12;3;NA;14;5;32;1;1;1;0;10;NA
876;754;40;55;23;12;10;NA;13;14;33;1;1;1;0;2;1
877;700;40;73;23;12;NA;NA;17;9;38;1;1;1;0;8;3
878;503;40;84;14;11;9;9;11;2;30;0;1;0;1;3;NA
879;937;40;104;37;12;12;9;14;15;32;1;0;1;0;1;2
880;624;40;92;40;10;10;6;18;10;36;1;0;1;0;2;3
881;750;40;83;27;12;10;6;4;10;32;1;1;1;0;7;1
882;900;40;98;36;14;10;6;1;8;30;1;1;1;0;7;2
883;540;40;70;25;10;10;7;12;10;29;1;1;1;0;9;NA
884;642;35;87;26;13;4;10;9;3;30;1;0;1;0;10;10
885;400;50;96;38;15;12;NA;6;10;28;0;0;1;0;5;NA
886;900;40;80;34;10;12;10;15;14;38;1;0;1;0;3;3
887;513;40;104;40;16;12;10;8;10;33;1;0;1;0;5;2
888;894;40;104;35;18;9;8;7;10;35;1;0;1;0;7;8
889;1282;60;96;24;18;12;18;7;5;32;1;0;1;1;4;2
890;485;40;89;24;12;12;18;10;9;30;0;0;1;0;4;3
891;325;55;113;39;12;10;13;11;5;29;1;0;1;0;1;2
892;769;45;105;29;12;7;7;16;5;33;1;0;1;0;4;1
893;618;40;84;39;14;7;4;6;8;31;0;0;1;1;7;8
894;1040;48;108;36;12;7;3;16;17;35;1;0;1;1;6;7
895;751;40;104;32;12;8;3;15;4;34;1;0;1;1;4;3
896;380;50;106;28;12;7;7;15;11;30;1;0;1;0;2;1
897;300;24;83;45;12;3;NA;16;3;37;1;1;1;1;4;1
898;753;46;70;34;10;12;7;21;7;38;1;0;1;1;4;2
899;1065;65;104;39;16;11;12;10;11;34;1;0;1;1;2;3
900;1070;40;91;42;12;14;12;13;1;30;1;0;0;1;1;2
901;1573;55;112;42;18;14;18;7;8;34;1;0;1;1;1;1
902;650;40;97;27;10;12;9;14;9;30;1;0;1;0;5;1
903;700;45;99;40;12;10;10;15;7;32;1;0;1;0;4;2
904;494;40;74;30;12;NA;NA;16;4;34;1;1;1;0;5;NA
905;890;48;100;40;12;NA;NA;4;8;31;1;0;1;0;0;1
906;520;40;86;28;10;6;NA;15;12;31;1;0;1;0;0;1
907;891;40;90;36;12;12;9;16;16;32;1;0;1;0;5;5
908;570;50;101;43;12;12;NA;11;12;30;1;0;0;1;2;3
909;1444;40;109;33;15;11;9;11;1;29;1;0;1;1;2;1
910;481;48;98;26;12;NA;NA;14;2;31;0;1;0;1;4;3
911;500;44;107;40;12;12;7;21;12;38;1;0;1;0;2;NA
912;1473;40;110;48;16;12;14;15;15;36;1;0;1;0;1;2
913;803;40;120;35;13;10;12;4;1;28;1;0;1;1;3;4
914;962;50;97;34;16;12;12;7;2;30;1;0;1;1;0;1
915;1000;44;103;37;12;11;NA;9;5;29;1;0;1;1;0;1
916;600;40;114;36;16;12;12;5;4;30;1;0;1;1;2;1
917;450;40;95;31;11;8;8;12;2;30;1;0;1;0;2;3
918;629;60;93;32;12;10;6;6;1;30;1;1;1;0;8;3
919;492;60;67;38;12;8;NA;15;2;34;1;1;1;0;3;NA
920;1562;40;97;28;17;12;13;7;2;32;1;0;1;1;5;1
921;357;70;97;34;14;13;16;6;3;28;1;0;1;0;1;2
922;960;40;83;25;13;10;NA;14;13;32;1;0;1;1;4;NA
923;566;45;104;46;16;12;12;5;2;32;1;0;1;0;1;2
924;481;40;82;27;12;12;8;9;2;32;1;0;1;0;2;2
925;1442;40;113;45;16;8;8;8;10;35;1;0;1;1;2;2
926;645;45;93;39;12;7;8;11;3;35;1;0;1;0;7;7
927;788;40;100;23;11;9;NA;15;6;32;1;1;1;0;5;NA
928;644;42;101;38;12;12;NA;11;5;33;1;0;1;0;4;3
929;477;45;100;33;12;7;7;9;3;31;1;0;1;0;3;3
930;664;60;82;30;16;16;16;10;9;34;1;1;1;1;3;4
931;520;40;79;28;16;11;NA;6;1;30;1;1;1;0;0;1
932;1202;40;102;32;13;8;6;10;3;31;1;0;1;1;7;7
933;538;45;77;22;12;7;NA;12;10;28;1;1;1;0;9;NA
934;873;44;109;25;12;NA;11;12;12;28;1;0;1;0;1;1
935;1000;40;107;32;12;NA;NA;17;18;35;1;0;1;0;5;1
